virus_name,refseq_id,host_name,virus_lineage,evidence
Pseudomonas phage JG012,KX898399,Pseudomonas aeruginosa,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Queuovirinae; Nipunavirus; Nipunavirus quinobequin; Nipunavirus NP1,RefSeq
Pseudomonas phage JG024,NC_017674,Pseudomonas aeruginosa,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Lindbergviridae; Pbunavirus; Pbunavirus JG024; Pseudomonas virus JG024,RefSeq
Pseudomonas phage JG054,NC_072498,Pseudomonas aeruginosa,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Queuovirinae; Nipunavirus; Nipunavirus JG054,RefSeq
Pseudomonas phage JHP,MK443265,Pseudomonas aeruginosa,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Vandenendeviridae; Skurskavirinae; Pakpunavirus; unclassified Pakpunavirus,RefSeq
Pseudomonas phage Jollyroger,KT372691,Pseudomonas aeruginosa,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Lindbergviridae; Pbunavirus; Pbunavirus PB1,RefSeq
Pseudomonas phage JS,OQ210008,Pseudomonas aeruginosa,Viruses; unclassified bacterial viruses,RefSeq
Pseudomonas phage K4,MW929175,Pseudomonas aeruginosa,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Zobellviridae; Paundecimvirus; unclassified Paundecimvirus,RefSeq
Pseudomonas phage Ka2,ON529291,Pseudomonas aeruginosa,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Lindbergviridae; Pbunavirus; unclassified Pbunavirus,RefSeq
Pseudomonas phage Ka3,PP056739,Pseudomonas aeruginosa,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Schitoviridae; Migulavirinae; Luzseptimavirus; unclassified Luzseptimavirus,RefSeq
Pseudomonas phage Ka6,PP054054,Pseudomonas aeruginosa,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Schitoviridae; Migulavirinae; Luzseptimavirus; unclassified Luzseptimavirus,RefSeq
Pseudomonas phage Kara-mokiny kep-wari Wadjak 10,OP310976,Pseudomonas aeruginosa,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Lindbergviridae; Pbunavirus; unclassified Pbunavirus,RefSeq
Pseudomonas phage Kara-mokiny kep-wari Wadjak 11,OP310977,Pseudomonas aeruginosa,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Lindbergviridae; Pbunavirus; unclassified Pbunavirus,RefSeq
Pseudomonas phage Kara-mokiny kep-wari Wadjak 12,OP310978,Pseudomonas aeruginosa,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Lindbergviridae; Pbunavirus; unclassified Pbunavirus,RefSeq
Pseudomonas phage Kara-mokiny kep-wari Wadjak 13,OP310979,Pseudomonas aeruginosa,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Lindbergviridae; Pbunavirus; unclassified Pbunavirus,RefSeq
Pseudomonas phage Kara-mokiny kep-wari Wadjak 14,OP310980,Pseudomonas aeruginosa,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Lindbergviridae; Pbunavirus; unclassified Pbunavirus,RefSeq
Pseudomonas phage Kara-mokiny kep-wari Wadjak 15,OP310981,Pseudomonas aeruginosa,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Lindbergviridae; Pbunavirus; unclassified Pbunavirus,RefSeq
Pseudomonas phage Kara-mokiny kep-wari Wadjak 16,OP310982,Pseudomonas aeruginosa,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Lindbergviridae; Pbunavirus; unclassified Pbunavirus,RefSeq
Pseudomonas phage Kara-mokiny kep-wari Wadjak 4,OP310970,Pseudomonas aeruginosa,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Lindbergviridae; Pbunavirus; unclassified Pbunavirus,RefSeq
Pseudomonas phage Kara-mokiny kep-wari Wadjak 5,OP310971,Pseudomonas aeruginosa,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Lindbergviridae; Pbunavirus; unclassified Pbunavirus,RefSeq
Pseudomonas phage Kara-mokiny kep-wari Wadjak 6,OP310972,Pseudomonas aeruginosa,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Lindbergviridae; Pbunavirus; unclassified Pbunavirus,RefSeq
Pseudomonas phage Kara-mokiny kep-wari Wadjak 7,OP310973,Pseudomonas aeruginosa,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Lindbergviridae; Pbunavirus; unclassified Pbunavirus,RefSeq
Pseudomonas phage Kara-mokiny kep-wari Wadjak 8,OP310974,Pseudomonas aeruginosa,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Lindbergviridae; Pbunavirus; unclassified Pbunavirus,RefSeq
Pseudomonas phage Kara-mokiny kep-wari Wadjak 9,OP310975,Pseudomonas aeruginosa,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Lindbergviridae; Pbunavirus; unclassified Pbunavirus,RefSeq
Pseudomonas phage Kara-mokiny_kep-wari_Wadjak_1,OP314870,Pseudomonas aeruginosa,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Lindbergviridae; Pbunavirus; unclassified Pbunavirus,RefSeq
Pseudomonas phage Kara-mokiny_kep-wari_Wadjak_2,OP314871,Pseudomonas aeruginosa,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Lindbergviridae; Pbunavirus; unclassified Pbunavirus,RefSeq
Pseudomonas phage Kara-mokiny_kep-wari_Wadjak_3,OP314872,Pseudomonas aeruginosa,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Lindbergviridae; Pbunavirus; unclassified Pbunavirus,RefSeq
Pseudomonas phage Kat,OQ992554,Pseudomonas aeruginosa,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Vandenendeviridae; Skurskavirinae; Pakpunavirus; unclassified Pakpunavirus,RefSeq
Pseudomonas phage Kaya,NC_069741,Pseudomonas aeruginosa,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Jondennisvirinae; Septimatrevirus; Septimatrevirus kaya,"Literature, RefSeq"
Pseudomonas phage KG853,PP280814,Pseudomonas aeruginosa,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Bruynoghevirus; unclassified Bruynoghevirus,RefSeq
Pseudomonas phage Koomba boorn-mokiny kep-wari Wadjak 1,OP310983,Pseudomonas aeruginosa,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Chimalliviridae; Phikzvirus; unclassified Phikzvirus,RefSeq
Pseudomonas phage Koomba boorn-mokiny kep-wari Wadjak 2,OP310984,Pseudomonas aeruginosa,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Chimalliviridae; Phikzvirus; unclassified Phikzvirus,RefSeq
Pseudomonas phage Kopi,NC_069746,Pseudomonas aeruginosa,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Jondennisvirinae; Septimatrevirus; Septimatrevirus kopi,"Literature, RefSeq"
Pseudomonas phage KPP10,NC_015272,Pseudomonas aeruginosa,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Vandenendeviridae; Nankokuvirus; Nankokuvirus KPP10,"Literature, UniProt"
Pseudomonas phage KPP12,NC_019935,Pseudomonas aeruginosa,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Lindbergviridae; Pbunavirus; Pbunavirus KPP12,RefSeq
Pseudomonas phage KPP21,NC_029017,Pseudomonas aeruginosa,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Schitoviridae; Migulavirinae; Luzseptimavirus; Luzseptimavirus KPP21,UniProt
Pseudomonas phage KPP22,LC105987,Pseudomonas aeruginosa,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Lindbergviridae; Pbunavirus; unclassified Pbunavirus,UniProt
Pseudomonas phage KPP25,NC_024123,Pseudomonas aeruginosa,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Kochitakasuvirus; Kochitakasuvirus KPP25,"RefSeq, UniProt"
Pseudomonas phage Kraken,KT372692,Pseudomonas aeruginosa,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Lindbergviridae; Pbunavirus; Pbunavirus PB1,RefSeq
Pseudomonas phage KTN4,KU521356,Pseudomonas aeruginosa,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Chimalliviridae; Phikzvirus; Phikzvirus phiKZ,RefSeq
Pseudomonas phage Kula,KT372693,Pseudomonas aeruginosa,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Lindbergviridae; Pbunavirus; Pbunavirus PB1,RefSeq
Pseudomonas phage Kurama,OQ992556,Pseudomonas aeruginosa,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Lindbergviridae; Pbunavirus; unclassified Pbunavirus,RefSeq
Pseudomonas phage KV2023,PP949967,Pseudomonas aeruginosa,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Bruynoghevirus; unclassified Bruynoghevirus,RefSeq
Pseudomonas phage L15,OQ992559,Pseudomonas aeruginosa,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Schitoviridae; Migulavirinae; Litunavirus; unclassified Litunavirus,RefSeq
Pseudomonas phage L5,OL754589,Pseudomonas aeruginosa,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Autographivirales; Autoscriptoviridae; Krylovirinae; Phikmvvirus; unclassified Phikmvvirus,RefSeq
Pseudomonas phage LBL3,NC_011165,Pseudomonas aeruginosa,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Lindbergviridae; Pbunavirus; Pbunavirus LBL3,RefSeq
Pseudomonas phage LIT1,NC_013692,Pseudomonas aeruginosa,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Schitoviridae; Migulavirinae; Litunavirus; Litunavirus LIT1,RefSeq
Pseudomonas phage LKD16,NC_009935,Pseudomonas aeruginosa,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Autographivirales; Autoscriptoviridae; Krylovirinae; Phikmvvirus; Phikmvvirus LKD16,"Literature, RefSeq"
Pseudomonas phage LKO4,NC_041934,Pseudomonas aeruginosa,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Mesyanzhinovviridae; Rabinowitzvirinae; Yuavirus; Yuavirus LKO4; Pseudomonas virus LKO4,RefSeq
Pseudomonas phage LMA2,NC_011166,Pseudomonas aeruginosa,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Lindbergviridae; Pbunavirus; Pbunavirus LMA2,RefSeq
Pseudomonas phage Lodos,OR683405,Pseudomonas aeruginosa,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; unclassified Caudoviricetes,RefSeq
Pseudomonas phage LP14,MH356729,Pseudomonas aeruginosa,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Schitoviridae; Migulavirinae; Litunavirus; unclassified Litunavirus,RefSeq
Pseudomonas phage LPPA15,PV112476,Pseudomonas aeruginosa,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; unclassified Caudoviricetes,RefSeq
Pseudomonas phage LPPA33,OR188720,Pseudomonas aeruginosa,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; unclassified Caudoviricetes,RefSeq
Pseudomonas phage LPPA36,OR188719,Pseudomonas aeruginosa,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; unclassified Caudoviricetes,RefSeq
Pseudomonas phage LPPA56,OR188718,Pseudomonas aeruginosa,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; unclassified Caudoviricetes,RefSeq
Pseudomonas phage Lucjan,PP920558,Pseudomonas aeruginosa,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Mesyanzhinovviridae; Bradleyvirinae; Abidjanvirus; unclassified Abidjanvirus,RefSeq
Pseudomonas phage Luminis,PQ632788,Pseudomonas aeruginosa,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; unclassified Caudoviricetes,RefSeq
Pseudomonas phage LUZ100,OP329100,Pseudomonas aeruginosa,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Autographivirales; Autographivirales incertae sedis; Luzcentumvirus; Luzcentumvirus LUZ100,RefSeq
Pseudomonas phage LUZ7,NC_013691,Pseudomonas aeruginosa,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Schitoviridae; Migulavirinae; Luzseptimavirus; Luzseptimavirus LUZ7,RefSeq
Pseudomonas phage LY218,MN906996,Pseudomonas aeruginosa,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Schitoviridae; Migulavirinae; Litunavirus; unclassified Litunavirus,RefSeq
Pseudomonas phage M6,NC_007809,Pseudomonas aeruginosa,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Mesyanzhinovviridae; Rabinowitzvirinae; Yuavirus; Yuavirus M6; Pseudomonas virus M6,"RefSeq, UniProt"
Pseudomonas phage Marin,OR683406,Pseudomonas aeruginosa,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; unclassified Caudoviricetes,RefSeq
Pseudomonas phage Max,PP661416,Pseudomonas aeruginosa,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; unclassified Caudoviricetes,RefSeq
Pseudomonas phage MBL,KC969441,Pseudomonas aeruginosa,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Autographivirales; Autoscriptoviridae; Krylovirinae; Phikmvvirus; unclassified Phikmvvirus; Phikmvvirus PT2,RefSeq
Pseudomonas phage MD8,NC_031091,Pseudomonas aeruginosa,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; unclassified Caudoviricetes,"NCBI Virus, RefSeq"
Pseudomonas phage Meltemi,OR683407,Pseudomonas aeruginosa,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Casadabanvirus; unclassified Casadabanvirus,RefSeq
Pseudomonas phage MHN1,PV730305,Pseudomonas aeruginosa,Viruses; unclassified bacterial viruses,RefSeq
Pseudomonas phage Minga_mokiny_4,PQ261042,Pseudomonas aeruginosa,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Schitoviridae; Migulavirinae; Litunavirus; unclassified Litunavirus,RefSeq
Pseudomonas phage MIZ-Pa99,PV472050,Pseudomonas aeruginosa,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Pantevenvirales; Straboviridae; unclassified Straboviridae,RefSeq
Pseudomonas phage MK,OQ210007,Pseudomonas aeruginosa,Viruses; unclassified bacterial viruses,RefSeq
Pseudomonas phage MME,PQ805431,Pseudomonas aeruginosa,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Bruynoghevirus; unclassified Bruynoghevirus,RefSeq
Pseudomonas phage Moonstruck,PV464116,Pseudomonas aeruginosa,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Vandenendeviridae; Skurskavirinae; Pakpunavirus; unclassified Pakpunavirus,RefSeq
Pseudomonas phage Motto,ON843697,Pseudomonas aeruginosa,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Drexlerviridae; Tempevirinae; unclassified Tempevirinae,RefSeq
Pseudomonas phage MPK6,NC_022746,Pseudomonas aeruginosa,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Autographivirales; Autoscriptoviridae; Krylovirinae; Phikmvvirus; Phikmvvirus MPK6,RefSeq
Pseudomonas phage MR299-2,JN254801,Pseudomonas aeruginosa,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Bruynoghevirus; unclassified Bruynoghevirus,RefSeq
Pseudomonas phage MYY9,MW406975,Pseudomonas aeruginosa,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Autographivirales; Autoscriptoviridae; Krylovirinae; Phikmvvirus; Phikmvvirus MYY9; Phikmvvirus PAXYB1,RefSeq
Pseudomonas phage nanoLUZ19v,OQ652145,Pseudomonas aeruginosa,Viruses; unclassified bacterial viruses,RefSeq
Pseudomonas phage Neko,PQ628080,Pseudomonas aeruginosa,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Fredfastierviridae; Jamesmcgillvirus; unclassified Jamesmcgillvirus,RefSeq
Pseudomonas phage Nello,PV464115,Pseudomonas aeruginosa,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Lindbergviridae; Pbunavirus; unclassified Pbunavirus,RefSeq
Pseudomonas phage Nemo,KT372694,Pseudomonas aeruginosa,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Lindbergviridae; Pbunavirus; Pbunavirus PB1,RefSeq
Pseudomonas phage Nessie,KT372695,Pseudomonas aeruginosa,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Lindbergviridae; Pbunavirus; Pbunavirus PB1,RefSeq
Pseudomonas phage NEU2023,PQ144888,Pseudomonas aeruginosa,Viruses; unclassified bacterial viruses,RefSeq
Pseudomonas phage NEU2024,PQ144889,Pseudomonas aeruginosa,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; unclassified Caudoviricetes,RefSeq
Pseudomonas phage NH-4,NC_019451,Pseudomonas aeruginosa,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Lindbergviridae; Pbunavirus; Pbunavirus NH4; Pseudomonas virus NH4,RefSeq
Pseudomonas phage Ocp-2,PQ790662,Pseudomonas aeruginosa,Viruses; unclassified bacterial viruses,RefSeq
Pseudomonas phage Ostro,OR683408,Pseudomonas aeruginosa,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; unclassified Caudoviricetes,RefSeq
Pseudomonas phage P7869,PV173770,Pseudomonas aeruginosa,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; unclassified Caudoviricetes,RefSeq
Pseudomonas phage P8749,PV239779,Pseudomonas aeruginosa,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Jondennisvirinae; Septimatrevirus; unclassified Septimatrevirus,RefSeq
Pseudomonas phage Pa BHU-15,OL473897,Pseudomonas aeruginosa,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Samunavirus; unclassified Samunavirus,RefSeq
Pseudomonas phage Pa BHU-17,OL622073,Pseudomonas aeruginosa,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Samunavirus; unclassified Samunavirus,RefSeq
Pseudomonas phage PA02_HSun-2022,OM234791,Pseudomonas aeruginosa,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Jondennisvirinae; Septimatrevirus; Septimatrevirus kakheti25,RefSeq
Pseudomonas phage PA1/KOR/2010,NC_023700,Pseudomonas aeruginosa,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Casadabanvirus; Casadabanvirus PA1KOR,RefSeq
Pseudomonas phage PA10,NC_041903,Pseudomonas aeruginosa,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Vandenendeviridae; Skurskavirinae; Pakpunavirus; Pakpunavirus PA10,RefSeq
Pseudomonas phage PA11,NC_007808,Pseudomonas aeruginosa,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Zobellviridae; Paundecimvirus; Paundecimvirus PA11,RefSeq
Pseudomonas phage PA11P1,MN131143,Pseudomonas aeruginosa,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Lindbergviridae; Pbunavirus; Pbunavirus PA8P1,RefSeq
Pseudomonas phage PA15,OM234792,Pseudomonas aeruginosa,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Schitoviridae; Migulavirinae; Litunavirus; Litunavirus PA26,RefSeq
Pseudomonas phage PA1C,MK599315,Pseudomonas aeruginosa,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; unclassified Caudoviricetes,RefSeq
Pseudomonas phage Pa204,MK837010,Pseudomonas aeruginosa,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Lindbergviridae; Pbunavirus; Pbunavirus LS1,RefSeq
Pseudomonas phage PA26,NC_041907,Pseudomonas aeruginosa,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Schitoviridae; Migulavirinae; Litunavirus; Litunavirus PA26,RefSeq
Pseudomonas phage PA28,OM234793,Pseudomonas aeruginosa,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Autographivirales; Autoscriptoviridae; Slopekvirinae; Novosibovirus; unclassified Novosibovirus,RefSeq
Pseudomonas phage PA38/1329,PQ758392,Pseudomonas aeruginosa,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; unclassified Caudoviricetes,RefSeq
Pseudomonas phage PA5,NC_041902,Pseudomonas aeruginosa,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Lindbergviridae; Pbunavirus; Pbunavirus PA5,RefSeq
Pseudomonas phage PA69,OR238910,Pseudomonas aeruginosa,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Autographivirales; Autoscriptoviridae; Krylovirinae; Phikmvvirus; Phikmvvirus PA69,RefSeq
Pseudomonas phage PA7,NC_042060,Pseudomonas aeruginosa,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Chimalliviridae; Phikzvirus; Phikzvirus PA7,RefSeq
Pseudomonas phage PA8P1,NC_048806,Pseudomonas aeruginosa,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Lindbergviridae; Pbunavirus; Pbunavirus PA8P1,RefSeq
Pseudomonas phage PAB1,PP931177,Pseudomonas aeruginosa,Viruses; unclassified bacterial viruses,RefSeq
Pseudomonas phage PAB2,PP931178,Pseudomonas aeruginosa,Viruses; unclassified bacterial viruses,RefSeq
Pseudomonas phage PaCCP1,PQ492277,Pseudomonas aeruginosa,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Jondennisvirinae; Septimatrevirus; unclassified Septimatrevirus,RefSeq
Pseudomonas phage PaCCP2,PQ492278,Pseudomonas aeruginosa,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Lindbergviridae; Pbunavirus; unclassified Pbunavirus,RefSeq
Pseudomonas phage PACT201,PP931175,Pseudomonas aeruginosa,Viruses; unclassified bacterial viruses,RefSeq
Pseudomonas phage PADD,PP931176,Pseudomonas aeruginosa,Viruses; unclassified bacterial viruses,RefSeq
Pseudomonas phage Pae-1,PV243670,Pseudomonas aeruginosa,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Bruynoghevirus; unclassified Bruynoghevirus,RefSeq
Pseudomonas phage Pae01,OR858750,Pseudomonas aeruginosa,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Vandenendeviridae; Skurskavirinae; Pakpunavirus; unclassified Pakpunavirus,RefSeq
Pseudomonas phage PAE1,NC_028980,Pseudomonas aeruginosa,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Mesyanzhinovviridae; Rabinowitzvirinae; Yuavirus; Yuavirus PAE1; Pseudomonas virus PAE1,RefSeq
